2222 45693
1218 896 7999
1639 1653 3685
776 1547 2113
1893 1047 7599
1028 1415 5221
664 1174 124
735 820 8165
1243 2177 1912
2196 714 8433
96 1898 7169
1412 945 2611
1745 2077 336
697 46 4199
400 295 7062
1380 147 1744
1687 649 4506
388 229 8090
792 2098 3824
1106 433 8447
85 834 5935
1901 217 4654
139 642 3303
1224 1878 8602
599 901 7543
1533 339 7299
1278 826 8275
2181 1977 9684
1771 536 9359
2111 2079 2433
227 1276 8592
17 714 2936
1044 869 461
1808 813 6413
648 59 9104
281 2050 6896
1278 74 9015
962 1643 8287
1390 1124 9174
827 1227 7563
1831 869 3227
515 1686 9222
1183 794 6634
823 876 4423
1943 1658 8320
54 1745 8306
1880 528 2608
599 1861 8814
1333 1206 9825
1162 1914 8997
1719 169 8107
182 1632 7624
1122 1155 386
155 802 2542
2003 449 7478
1463 995 5366
504 2083 6227
1700 1202 9274
2056 1148 9627
2053 251 6542
1662 1676 7755
248 2111 3089
2115 229 6756
504 3 4992
403 545 9031
478 290 1762
269 608 822
574 153 6540
186 1481 424
559 744 3411
944 1454 6326
702 126 1685
453 433 5123
1978 1926 9552
492 1664 3819
496 829 3790
177 1174 8442
263 2026 55
1429 588 2746
222 534 7767
770 1126 8673
526 1113 116
492 152 1752
102 1963 2509
61 714 1539
159 2104 3319
1664 938 5666
1911 138 7044
2043 2222 6075
787 1045 3943
169 1883 5248
1731 34 7449
942 692 1815
890 275 9049
510 354 9823
286 42 7856
1923 857 9744
1310 280 5451
1190 1209 9638
838 463 6607
279 39 8621
682 1523 2991
481 601 8552
133 374 5646
1524 1149 8269
866 1256 2637
675 795 6287
2105 2014 5268
107 1569 9532
607 249 1521
1876 148 2145
2155 2074 9959
1943 114 901
286 1750 2997
1629 238 9060
1528 1048 7735
1353 1364 6751
1549 468 7044
1776 1506 8325
527 483 7247
1062 1025 1851
514 301 2036
2090 859 5454
677 1096 7457
385 384 2625
615 1340 6437
1388 113 2014
1876 1022 8550
1751 1101 1203
2064 1979 2083
463 356 6169
1007 1743 3495
1433 1599 4770
96 585 8173
1932 105 4663
1899 2071 1827
1140 1581 277
1600 1181 5401
1141 328 4099
2168 1767 9669
1903 1732 1457
2005 781 9534
1805 1119 882
661 2102 9993
567 2161 2859
1114 1042 7908
401 387 1147
1432 146 7907
1314 469 6096
1824 876 6018
303 1419 2348
1740 1219 6580
2157 483 9534
662 985 7965
1333 145 3570
2037 807 4067
932 551 5076
1341 2073 4385
1813 2074 8267
834 284 7772
1314 996 2029
2214 768 6631
357 334 6078
1031 625 9503
1240 1698 6003
1343 1977 7419
2035 1038 9969
1284 715 7167
2174 349 7959
1880 1994 3791
651 688 4162
1082 556 9758
1633 616 7621
1727 1600 9560
741 2104 2439
1801 1995 6410
805 1886 2973
815 211 6476
2108 2148 1464
678 21 6718
684 1960 7892
693 503 6894
916 1375 8020
2081 1213 1599
1789 2095 7297
1191 1419 6270
1465 804 5592
154 115 6345
688 1731 3005
238 1301 9465
1454 1477 7539
1303 962 9870
1301 851 5642
1476 1587 5074
1793 1104 1310
574 1301 547
1436 79 9469
1936 352 5891
282 1468 7313
1993 1832 8207
1171 1111 4207
1962 1013 4907
13 365 5097
735 2057 169
75 1573 3701
2198 968 508
92 585 8925
411 1065 3717
162 1311 7383
287 988 2857
747 294 775
896 1679 9555
1999 914 2231
292 1604 4850
632 326 4151
1801 2065 5756
202 810 9248
2177 1980 4916
261 56 9195
1952 1799 8561
845 1497 4119
1826 1156 4585
1097 943 2659
1338 272 5002
1786 1200 7830
831 2186 2656
1779 1300 1656
1800 1836 3616
973 995 3483
2034 1931 4242
756 1411 1731
235 317 847
1392 775 8744
920 1077 8714
1650 285 7827
739 630 7412
1843 800 7836
687 2074 6982
2036 1464 5329
340 971 983
977 1813 5943
486 226 2808
1419 751 7189
387 453 478
789 474 9635
798 1354 1275
725 801 9443
628 541 8054
1493 718 8615
654 1003 91
2063 1456 9704
386 1697 5430
1786 52 4654
1297 1753 9021
575 714 8181
32 2055 7882
1250 350 5532
1305 322 6430
776 677 9494
1892 94 9696
1403 1858 8297
1194 1620 9988
919 872 8660
1935 457 8667
524 1522 2687
1274 1357 3175
1312 285 2221
422 32 3146
172 1830 4230
985 2097 8803
334 909 3821
1103 1509 6236
77 512 967
408 763 7892
858 513 9294
905 1710 923
377 1007 6790
1184 1302 1749
1545 1874 3091
1135 1751 8282
644 1146 8289
194 1752 557
1147 2071 4586
183 1495 2692
1796 1287 8286
2020 694 9392
167 2088 7382
1058 1430 5082
2128 1555 9354
1753 555 135
1664 864 8628
1888 1359 8209
2106 669 7620
838 2062 37
980 1566 1294
90 333 6094
1943 980 4272
2149 1369 8846
441 480 403
644 167 8359
896 474 2927
250 1444 4333
871 1374 1567
2047 64 5791
621 512 2709
17 113 8281
927 230 2461
2048 74 70
429 664 8331
71 1651 8476
2197 305 1490
983 119 6307
885 654 2572
1162 942 809
826 1249 9246
1044 1095 247
575 913 3011
756 1554 3408
801 1218 2787
270 1543 5399
331 1228 8234
145 612 3240
878 519 8079
228 2079 4206
2142 1311 9878
875 1581 5937
157 1431 2318
880 971 949
1350 813 7446
565 1860 8652
237 1733 3280
1917 755 5543
310 549 5572
1675 614 2017
1393 946 6817
907 1179 7374
452 540 4875
386 102 2580
224 1244 5551
474 1513 459
564 565 5711
483 1180 8427
1941 897 3374
393 2057 7006
1513 958 3570
2159 1031 2008
1073 1977 8767
1714 1101 2507
2140 186 9578
483 1805 1031
1061 1866 1367
1473 1858 2285
619 801 2313
1745 1121 6908
1331 201 8067
1348 1370 2483
123 1138 1869
128 1498 3795
546 1975 3968
1644 889 7371
737 475 4335
1158 1734 4540
516 1191 8336
1975 315 8935
372 1676 5584
1355 1646 186
972 2111 3921
348 270 8290
151 660 517
1812 1377 8128
555 1082 1727
1163 396 5399
2188 415 5772
1663 1688 4992
1323 2034 6449
106 1498 2903
844 1796 5151
1805 867 1608
304 2020 5546
1135 189 8477
17 81 3294
690 2116 2066
273 417 2205
314 1706 5704
400 889 3490
48 606 4128
1287 143 3787
1335 942 2700
746 194 1333
2017 1657 7049
418 2118 6112
767 1417 2589
885 1730 4213
463 1455 3787
854 220 5232
2073 389 9105
271 1030 1615
1608 393 614
419 1825 5673
311 921 6458
932 1953 7025
1709 147 4554
94 997 2378
1188 1299 3381
905 655 9920
2144 1584 8166
2173 915 7881
262 302 3386
684 1439 1553
1880 1280 2645
896 2154 1802
892 1600 9991
2124 677 7388
1959 1726 221
1288 1921 8019
1508 422 2531
379 957 9587
464 1525 8526
1519 995 4083
1701 827 8709
357 1674 2856
583 147 2829
1451 730 6186
1696 873 8663
2167 1163 4597
1812 187 2180
2132 1714 5372
1293 289 9267
933 151 8126
415 1157 3984
1354 2009 8359
566 2215 4592
1258 732 5129
1513 1761 7933
125 1794 7851
1659 855 640
1302 2022 8662
1550 968 9064
1047 1898 3697
882 2168 6098
1180 1447 8130
1912 72 3593
1588 340 3516
217 1482 7927
2081 2012 687
1369 270 5348
595 1068 83
944 1671 3547
1357 1673 6198
841 1840 6533
2113 1912 3320
2057 921 7818
1937 970 4468
1907 1237 1309
332 578 9979
1222 171 5365
1970 1178 1547
662 1976 8612
1449 450 7391
1755 861 5112
510 666 1000
960 2111 2627
586 1277 7653
1766 1567 8320
1723 1441 4314
1380 1052 7253
1050 1238 2239
1356 432 8967
685 903 2027
996 1879 3923
501 381 965
1677 335 8683
1351 1204 4880
815 707 1427
860 1081 1131
868 1333 3736
1664 1225 2258
1261 970 2291
1626 882 6891
1465 1629 5324
597 995 6744
861 1469 926
665 111 9094
1552 1492 872
1240 1163 4852
1419 798 1347
1916 2210 9677
439 466 2498
116 1261 1954
1839 754 3974
131 253 9446
1917 1373 5292
504 2200 9465
438 301 2605
1315 468 2625
2122 2171 9096
1042 944 7648
1304 156 6895
1454 1665 5922
237 1024 2467
959 1686 2650
1623 1023 7012
1813 1264 7136
306 1 5283
2036 1490 9397
480 1849 2524
2180 1858 1556
1748 1929 8134
1193 1328 2260
494 1832 6022
1721 1437 3638
1171 752 2481
708 1472 3733
899 599 6792
1465 1326 9496
1176 358 1194
1709 1916 3957
1384 1221 9932
1191 574 1005
1930 2032 4298
560 1412 712
827 1387 8630
1002 1040 4588
1379 583 1915
2009 1224 6701
1876 386 216
1853 844 1670
837 1340 8450
943 1644 4903
2116 317 1415
2032 1359 2031
1658 1676 5121
2147 1482 8511
371 1429 5605
577 261 9456
2008 1877 8916
858 955 9901
1196 564 8674
699 443 6114
2084 1349 525
536 715 1502
82 1187 1497
1686 196 2607
753 1919 8359
284 543 6584
561 486 7916
1893 660 7163
1779 725 9756
1152 1791 7874
445 17 6293
1377 113 4791
698 4 6107
1437 183 9735
1442 2035 4193
634 928 2125
1988 212 5329
499 1047 6625
393 434 4209
163 1761 1008
1564 1903 571
251 133 3210
1788 145 6471
1128 616 7154
1041 1738 3645
1449 2002 6326
455 121 5891
541 1001 2480
1019 753 8619
751 120 4054
539 1790 2689
24 1844 8850
394 888 9226
1305 977 6286
204 2102 9928
2000 249 8980
1152 1997 4169
1535 622 5951
1947 1583 1128
2211 1648 4634
34 1742 3930
2189 1235 5351
1150 3 4136
872 1789 2216
1028 21 9343
1978 1009 4572
1022 2122 3874
1357 307 5719
1468 1144 2443
1806 1769 5840
460 1760 2548
768 258 2282
1079 1944 4462
101 1801 9655
1760 509 4638
1766 130 5960
220 2199 196
694 1387 7420
1952 1690 8106
1549 2014 8236
974 1403 5171
1271 97 1482
658 1777 5460
1893 1015 3488
753 1996 8775
310 2101 8431
121 2199 1535
1960 889 2944
2144 1231 2228
292 546 6484
1136 274 8375
1774 2206 7442
2105 991 3280
66 1544 6688
1890 1684 2338
2053 682 7322
87 275 7810
1317 458 5698
288 842 8086
2037 298 35
1081 1987 9459
186 1649 3526
595 1282 7454
1850 251 4738
1145 895 9016
254 2062 5992
1631 1605 7349
230 413 876
928 1300 3089
231 194 2492
681 544 5302
1457 1403 5568
454 609 5225
925 1895 6566
1894 353 3575
242 1431 5335
1843 1914 5346
1715 1679 5038
2221 1062 5657
1628 2134 2767
477 1909 244
628 1111 4340
626 1987 2966
1133 713 8510
978 324 4346
1622 1976 9673
1444 459 9167
2189 1531 2139
16 2082 1618
804 1937 9159
1017 867 5911
685 360 7920
437 273 2615
97 76 8384
806 1817 7833
611 1132 5427
1741 1815 8485
1463 272 1657
1277 2 2810
936 1465 4876
503 363 1136
1542 63 1442
1846 2120 8643
1432 1552 1176
1298 1433 3081
415 787 2358
1888 1736 2023
822 1806 4547
1811 1624 8294
1022 931 6149
2101 746 867
1329 828 9580
634 1997 6037
420 588 5706
1383 1851 3680
800 1340 9339
2205 1726 4357
350 2041 8031
1559 899 8602
2170 72 4597
731 115 4057
1358 1793 949
1691 1419 5348
922 1045 9767
944 83 4274
65 215 680
1916 1087 8097
746 1651 9529
89 2043 4512
185 529 7016
2151 78 8968
1532 651 8369
19 398 1277
1699 2199 8571
691 718 4573
1418 1671 7008
471 1271 6398
981 1536 982
1070 70 6511
466 536 5281
271 1674 4399
823 377 4978
260 620 5274
2077 1282 7589
761 939 8850
2162 465 1140
282 102 2098
749 787 1684
686 197 2988
1617 7 8669
901 599 6545
1418 2023 9062
1827 2137 2452
1858 541 2633
1668 1930 3191
1996 1796 3287
1455 772 7024
1206 1127 3244
332 1567 1668
707 380 2352
838 341 7750
1769 1365 6783
175 1326 7036
2013 645 9209
1953 1323 5364
1612 481 9185
746 1953 2975
861 535 3124
2210 13 7669
842 121 7057
1206 1413 7227
1776 1348 3373
1488 1439 8249
1846 126 2256
1739 579 7768
1618 696 709
703 58 152
137 2133 5388
1839 597 3207
1358 629 9542
1723 1225 3994
1770 85 496
1949 1645 1823
2033 1529 5064
771 1133 3038
469 2027 2463
1670 381 8156
1277 1342 5594
72 1304 5837
1639 1386 4856
75 932 9101
1206 1594 3204
1268 1033 9554
570 263 3691
1559 1262 1025
1810 1281 2208
1897 1787 4834
1381 1362 6050
744 928 5447
116 1068 432
1263 2055 5978
1330 934 308
1506 960 6808
1699 1727 3682
1983 264 5185
47 633 9628
1488 2087 282
1579 844 856
2035 2124 1970
1061 2053 5727
1266 1251 7467
1953 1079 6220
381 1654 7597
1243 325 6627
1627 804 6271
1410 1964 5129
811 1681 1444
1722 2208 2323
2025 714 6351
1205 1713 8396
1397 2182 5526
1952 1969 694
2216 2057 1719
1162 1874 7296
1930 1566 1506
421 1985 1384
1352 2 5940
29 1506 4593
568 1273 8049
515 279 7370
627 874 9967
1352 1594 5376
757 625 7352
1230 1770 4843
1393 1797 2449
1578 658 6781
1248 1327 2401
309 106 3521
1475 751 5580
1310 290 3610
80 1115 8237
781 2017 8617
1238 1808 6155
2020 1258 9955
1696 232 5441
1666 558 7218
588 370 5839
50 682 675
1879 575 6386
1857 1382 6528
1368 1600 5517
2046 1218 2682
1438 476 3557
940 1275 2484
391 1701 5408
1740 1489 6002
256 1243 6896
2067 475 8498
172 700 4816
426 1737 6393
340 951 8367
2083 782 1779
1351 1488 9333
1923 1917 8960
509 1324 7980
1529 271 8562
2071 1857 4931
1571 900 8953
27 1902 7079
256 1269 4283
1173 875 5114
636 1389 7415
2152 1889 7445
805 1677 149
1263 728 866
1920 1899 1783
388 2003 7248
797 271 6633
1371 2136 7241
433 1540 3364
520 2094 7203
178 316 8211
1641 1848 7970
98 1148 6623
1457 1790 5336
1485 1515 5694
1695 397 7074
448 309 5013
1655 315 728
2071 62 7380
475 212 2529
171 121 7571
2079 73 6631
203 238 8523
1257 771 4227
1173 590 3132
884 718 2498
1188 245 6405
1202 1197 25
1932 1653 2483
817 282 2541
887 2105 8758
1674 262 6064
1067 711 2731
1636 545 6421
248 120 3185
401 2087 1709
2172 550 3843
2071 652 3703
1653 1623 7588
384 2092 8346
411 826 5591
778 481 4484
436 835 6744
569 2110 425
270 1807 4744
1321 1535 4970
1620 1466 5614
1279 1122 4107
1574 1046 1797
882 1220 9239
1806 178 4940
695 1414 212
1154 2198 1164
473 1967 8981
1236 576 2878
1760 2080 7222
690 2189 8928
627 954 4197
127 731 9263
273 291 9520
744 703 1958
342 817 8049
617 1964 6111
656 1738 7626
1593 1868 2146
806 2005 1770
613 722 2743
556 1129 8839
660 1295 6291
2115 1351 2787
669 469 2336
1787 1209 2222
1807 62 2647
164 236 6416
128 1987 4507
1494 1665 2526
1052 216 7601
256 579 7559
1427 1912 2130
1675 1869 6501
1735 2078 7439
1237 826 9561
1629 880 2724
338 1702 6564
2201 393 6687
627 1934 7205
1663 797 3110
1351 408 602
213 2152 5497
412 1331 9362
580 796 1325
1570 1526 5443
1340 937 8159
1339 461 4607
912 226 6273
2211 1932 6356
893 1587 9496
1572 1760 672
1231 1467 2548
1845 770 1740
1064 1727 7348
1827 610 4223
239 1919 824
810 2040 9505
1180 1393 4034
851 1469 4581
911 1007 5639
266 1622 8733
231 1222 8133
558 59 1435
244 1560 789
1076 1815 9149
1331 815 8461
801 370 2554
1302 1756 8056
1063 1564 5182
1761 2099 9545
1685 1813 9939
992 548 3505
540 1218 7819
1569 368 4529
938 485 6356
396 1036 5659
2031 2043 1326
1907 578 8777
840 2221 8993
1073 1443 4344
102 2037 4409
2074 1386 761
196 1996 8402
235 1657 4547
756 390 905
1471 465 3842
705 1857 5495
640 1654 5081
1905 1134 7263
1782 23 5619
30 2016 61
1915 1002 2249
894 669 3379
324 781 6769
977 1698 8403
133 549 7971
1236 1658 9631
1874 263 460
1651 979 5909
1144 396 6422
1541 1156 541
1543 1254 4485
2090 792 8172
784 714 5402
794 1938 533
650 1147 6517
1720 1286 7769
2168 2074 5652
1441 508 2078
1137 1189 1441
1573 1600 2996
2009 640 1264
16 1808 8727
1902 1357 9505
1633 450 6974
2084 1014 9458
1635 59 8201
538 672 8408
617 745 7863
118 993 6797
1304 832 516
1655 522 4470
1755 2117 8868
123 1492 8141
948 2042 4492
121 760 2256
21 2152 1097
1280 168 1417
576 107 631
43 1698 5368
1000 1676 5703
2169 68 3016
1371 1288 7293
1837 1371 9392
1660 1777 1595
1959 1742 3357
1396 1597 1172
450 781 6065
1405 285 3787
1300 766 2806
1746 1985 8062
1584 307 1554
428 276 741
840 1169 438
2176 330 6760
1281 523 2333
2065 299 6973
1397 864 283
521 853 5993
1012 115 1779
1315 1411 9355
1629 1361 9378
305 113 4028
2019 910 7366
951 1772 5111
57 737 9055
6 2181 9971
557 1610 4894
1590 1485 1179
1095 1274 4034
791 104 689
2187 875 9581
1809 437 5644
212 1765 2716
627 734 4699
1323 1127 9605
1833 979 1148
579 1204 2023
1774 773 131
1978 121 7138
964 813 9574
1350 1442 9435
152 1136 1562
551 1810 3513
402 9 6751
124 287 5093
1108 20 313
264 242 7815
176 1375 2286
943 1927 2395
1028 2153 2244
1235 762 1854
2109 1177 4111
162 1733 4132
1628 1018 6754
309 50 3745
918 942 1586
1302 26 427
1040 1456 1588
827 186 5497
1076 1235 5460
496 1444 6586
645 84 393
2220 1752 6535
276 2146 5583
85 13 2988
2121 174 6002
1892 1833 7169
852 667 5930
1864 1789 4499
1679 381 6736
1317 977 1010
536 2084 6455
983 1363 7856
602 325 5567
2111 547 1202
902 1303 1165
931 13 9962
333 1543 6871
981 2142 9212
1411 325 7067
1195 1254 8350
966 788 9782
845 437 2198
2218 1154 4240
1169 1201 3629
361 754 1028
344 2000 9618
1154 1588 817
1056 358 1660
1522 45 3100
253 1032 5802
2002 977 7456
1805 1634 1901
1346 349 554
1278 91 4867
72 106 7725
793 557 3332
2031 843 9423
143 1947 8720
77 691 2788
1653 2028 2349
550 1347 8358
1351 577 4286
1297 201 7226
2154 475 8817
924 1979 8585
202 1099 4568
48 707 5694
451 28 6271
86 984 1868
1684 1450 9720
1167 369 192
879 85 1968
2148 1450 6140
217 2133 7446
1900 514 7897
2093 646 2859
194 354 876
848 790 1333
2151 880 8111
1186 1373 5216
595 1270 2662
1503 2002 160
440 749 7819
230 1747 2552
972 1790 4066
2148 155 4539
2201 1244 2225
1763 1169 8610
998 315 445
1371 469 61
1460 515 2019
38 923 4385
104 1508 2480
1730 2156 2195
720 68 8923
760 1830 3018
1264 1841 8130
1876 1000 8311
132 1728 363
76 1164 7410
1569 1736 9269
1990 610 9624
302 2073 8315
190 1316 2684
1708 1594 9313
696 2218 4491
934 2039 6
866 1347 4713
1968 1541 8600
693 1239 2198
1774 2100 9529
451 640 3968
778 762 174
1178 1296 3124
1878 383 65
1195 1556 3574
1768 707 6907
78 1282 1260
31 1412 1176
460 1901 5248
1015 1685 2072
904 946 6804
2185 929 4820
1756 899 7932
661 637 571
1624 478 2891
156 1784 9589
1609 1402 7158
1476 935 7544
39 517 9228
614 274 9249
506 1484 3438
1669 434 8494
2030 1132 2454
517 510 3686
1946 1400 7279
1228 1024 6930
2112 1010 5040
445 1686 3667
236 447 4339
134 452 2370
1928 1781 5297
1615 1762 5642
1426 1887 4331
19 1760 6225
2015 1021 2917
1733 493 8958
1090 1620 2436
191 42 3907
131 694 2643
1970 240 6702
1457 1062 395
633 595 9085
2174 664 5218
1104 1352 2388
249 2094 8985
2077 1851 5716
1916 971 4340
1336 754 5333
372 1291 4018
1423 362 1479
951 1571 387
1574 1786 5933
1376 2000 8976
415 1541 1538
1380 1712 6575
335 607 2349
2144 1384 9173
869 1486 4858
448 1159 5026
1148 876 5148
1583 1767 9590
698 106 4791
1924 2194 2690
822 1460 8320
642 1931 5884
2048 1678 6906
1690 441 3501
2117 1725 6895
269 432 3916
885 1520 6228
1976 1460 1578
2204 993 6495
733 1584 1247
1622 496 263
1154 1319 2787
81 1939 5806
1478 1944 2020
1171 1042 1237
1205 1999 6792
1555 66 438
935 2118 6250
1001 133 122
2178 1834 2887
763 254 2649
895 1750 3586
810 1839 1983
822 1663 9552
791 471 1693
634 1220 8746
467 95 3813
2138 842 4316
1758 1781 2269
2177 315 2093
1623 302 8835
365 29 2821
554 1906 468
1408 1550 6638
613 1925 4694
411 712 8872
1466 2143 111
1652 1958 476
1317 551 3611
1758 1746 7838
358 154 6166
783 1449 8264
1892 70 7443
633 119 866
672 260 302
585 123 7754
763 374 8491
95 283 8661
939 1407 9653
369 1074 3130
862 2156 1277
2123 2107 7285
1079 284 3635
